car_name,model,mileage(Km),year,condition,price(₦)
Toyota,Corolla,155933,2005,NigerianUsed,1690000
Nissan,Altima,60743,2002,NigerianUsed,794000
Toyota,Land,77666,2011,NigerianUsed,19050000
Hyundai,Accent,65035,2016,ForeignUsed,2922000
Ford,F-150,89999,2005,ForeignUsed,5050000
Lexus,Gs,209251,2006,NigerianUsed,2026000
Toyota,Corolla,195409,2008,NigerianUsed,1354000
Toyota,Corolla,121389,2012,NigerianUsed,2698000
Toyota,Matrix,299999,2003,NigerianUsed,1410000
Mercedes-Benz,GL450,88756,2007,NigerianUsed,2362000
Toyota,Rav4,120620,2009,ForeignUsed,4397500
Honda,Cr-V,141113,2004,NigerianUsed,906000
Toyota,Sienna,188190,2005,NigerianUsed,1802000
Kia,Rio,87989,2012,NigerianUsed,1130000
Lexus,Is,42433,2014,NigerianUsed,8970000
Honda,Accord,171680,2012,NigerianUsed,2362000
Nissan,Pathfinder,144519,2006,NigerianUsed,850000
Mercedes-Benz,Ml350,148695,2008,NigerianUsed,2474000
Toyota,Land,227783,2007,NigerianUsed,5050000
Toyota,Camry,137182,2007,NigerianUsed,2082000
Honda,Accord,320691,2003,NigerianUsed,1242000
Honda,Cr-V,202820,2003,NigerianUsed,1130000
Honda,Cr-V,52059,2015,NigerianUsed,8970000
Volkswagen,Jetta,234714,2005,ForeignUsed,1634000
Toyota,Prius,378290,2008,NigerianUsed,1354000
Acura,mdx,206726,2006,NigerianUsed,1208400
Toyota,Venza,135692,2009,NigerianUsed,6674000
Mercedes-Benz,GLK,175478,2009,NigerianUsed,5386000
Honda,Accord,150112,2000,NigerianUsed,962000
Honda,Accord,221514,1995,NigerianUsed,402000
Honda,Civic,1,2008,NigerianUsed,1466000
Hyundai,Azera,66122,2014,ForeignUsed,6170000
Lexus,Is,160797,2007,ForeignUsed,3482000
BMW,320i,132173,2006,NigerianUsed,1410000
Toyota,Camry,180178,2002,NigerianUsed,906000
Honda,Stream,191840,2001,NigerianUsed,797500
Nissan,X-Trail,67254,2008,NigerianUsed,1466000
Toyota,Corolla,98230,2009,NigerianUsed,1130000
Nissan,Xterra,269326,2002,NigerianUsed,962000
Kia,Rio,128256,2013,NigerianUsed,1219600
Honda,Accord,100537,2000,NigerianUsed,738000
Mercedes-Benz,S500,13123,2014,NigerianUsed,39210000
Peugeot,307,264627,2004,ForeignUsed,1410000
Mercedes-Benz,G500,61744,2013,NigerianUsed,33610000
Kia,Sportage,153348,2008,NigerianUsed,1354000
Toyota,Corolla,79302,2008,NigerianUsed,1970000
Mercedes-Benz,E280,189935,1998,NigerianUsed,1074000
Nissan,Pathfinder,1,2007,NigerianUsed,1578000
Toyota,Highlander,81772,2008,NigerianUsed,3370000
Toyota,Camry,126933,2010,ForeignUsed,4042000
Toyota,Camry,143866,2009,ForeignUsed,2474000
Toyota,Venza,59992,2012,NigerianUsed,6730000
Chevrolet,Malibu,153503,2010,NigerianUsed,2250000
Lexus,Es,78430,2007,NigerianUsed,3370000
Mercedes-Benz,C,232148,2001,NigerianUsed,1242000
Toyota,Camry,137796,2004,NigerianUsed,1466000
Volvo,V70,157881,2001,NigerianUsed,1354000
Ford,Edge,157768,2008,ForeignUsed,3370000
Toyota,Camry,89071,2007,NigerianUsed,1746000
Volvo,Xc90,187885,2005,NigerianUsed,1354000
Skoda,Octavia,56632,2008,NigerianUsed,1160000
BMW,X3,153436,2005,NigerianUsed,1970000
Dodge,Challenger,212207,2011,NigerianUsed,7290000
Toyota,Sienna,244434,2006,ForeignUsed,3146000
Honda,Accord,179496,1996,NigerianUsed,290000
Honda,Cr-V,185395,1998,NigerianUsed,603600
Mercedes-Benz,GL450,134773,2008,ForeignUsed,5274000
Toyota,Matrix,256000,2006,NigerianUsed,1466000
Volvo,Xc90,156542,2005,NigerianUsed,1130000
Subaru,Impreza,73731,2010,NigerianUsed,1466000
Toyota,Camry,107936,2011,ForeignUsed,3272500
Hyundai,Sonata,216438,2007,NigerianUsed,1466000
Peugeot,301,101028,2014,NigerianUsed,1578000
Honda,Accord,221995,2003,NigerianUsed,906000
Ford,Focus,82615,2012,NigerianUsed,1690000
Toyota,Corolla,165172,2005,NigerianUsed,2586000
Toyota,MATRIX,122608,2005,NigerianUsed,1466000
Ford,Edge,319761,2009,NigerianUsed,1802000
Toyota,4Runner,124887,2004,NigerianUsed,1578000
Toyota,Sienna,110841,1999,ForeignUsed,2026000
Ford,Edge,178343,2007,NigerianUsed,1690000
Honda,Civic,177237,2007,NigerianUsed,738000
Toyota,Sienna,128270,2011,NigerianUsed,2754000
Honda,Pilot,156625,2004,NigerianUsed,1354000
Chevrolet,Avalanche,225229,2004,NigerianUsed,2026000
Acura,Mdx,154168,2007,NigerianUsed,2250000
Kia,Rio,38154,2012,NigerianUsed,1466000
Honda,Pilot,286504,2009,NigerianUsed,2250000
Toyota,Camry,244860,2002,NigerianUsed,1466000
Honda,Odyssey,121476,2009,ForeignUsed,3930000
Mazda,6,243270,2007,NigerianUsed,1130000
Lexus,Rx,127853,2005,NigerianUsed,2474000
Dodge,Caravan,289017,2001,NigerianUsed,682000
Infiniti,Qx,232562,1998,NigerianUsed,906000
Mazda,Cx-7,198655,2007,NigerianUsed,1697500
Nissan,Frontier,164570,2013,NigerianUsed,2250000
Toyota,Tacoma,183546,2010,ForeignUsed,5610000
Lexus,Rx,103408,2001,NigerianUsed,2026000
BMW,,222006,2009,NigerianUsed,2482000
Honda,Cr-V,141545,2007,NigerianUsed,1610000
Toyota,Sienna,158884,2002,NigerianUsed,1018000
Honda,Pilot,192288,2004,NigerianUsed,1354000
Toyota,Sienna,165837,2006,ForeignUsed,4042000
Hyundai,Tucson,165589,2006,ForeignUsed,2978000
Acura,Mdx,27755,2019,NigerianUsed,24650000
Toyota,Avensis,108353,2013,NigerianUsed,2810000
Honda,Civic,111220,2009,ForeignUsed,2810000
Lexus,Rx,97192,2007,ForeignUsed,5386000
Honda,Accord,163674,2006,NigerianUsed,1018000
Toyota,Camry,125660,2009,ForeignUsed,3482000
Mercedes-Benz,Ml350,181234,2011,ForeignUsed,7290000
Honda,Accord,84402,2011,NigerianUsed,1802000
Nissan,Quest,184193,2002,NigerianUsed,402000
Toyota,Rav4,66082,2006,NigerianUsed,3146000
Nissan,Altima,233290,2009,ForeignUsed,3370000
Honda,Accord,77181,2014,ForeignUsed,5386000
Chevrolet,Cruze,248334,2011,ForeignUsed,1466000
Nissan,Quest,160747,2013,ForeignUsed,4490000
Toyota,Highlander,184742,2006,NigerianUsed,2474000
Toyota,Corolla,91348,2010,ForeignUsed,3258000
Mercedes-Benz,Ml350,106035,2010,NigerianUsed,2586000
Toyota,4Runner,194666,2004,NigerianUsed,1690000
Mercedes-Benz,GLE350,5789,2016,NigerianUsed,16810000
Lexus,Is,113231,2006,NigerianUsed,2082000
Toyota,Highlander,94546,2008,ForeignUsed,5386000
Kia,Rio,122570,2012,NigerianUsed,906000
Honda,Cr-V,97944,2006,NigerianUsed,1466000
Toyota,Tacoma,150263,2011,ForeignUsed,5610000
Volkswagen,Passat,480286,1998,NigerianUsed,570000
Honda,Pilot,230911,2003,NigerianUsed,906000
Honda,Accord,102837,2014,ForeignUsed,4490000
Mercedes-Benz,Ml350,91619,2012,NigerianUsed,9418000
Infiniti,Fx,126293,2005,NigerianUsed,2250000
Toyota,Camry,87258,2009,NigerianUsed,2698000
Toyota,Camry,85080,2007,ForeignUsed,2922000
Toyota,HiAce,269895,2005,NigerianUsed,10090000
Honda,Accord,213802,2007,NigerianUsed,1130000
Hyundai,Santa,42048,2013,NigerianUsed,4490000
Toyota,Sienna,176148,2000,NigerianUsed,1074000
Hyundai,Sonata,126473,2015,ForeignUsed,6730000
Mercedes-Benz,R350,188429,2008,ForeignUsed,6170000
Honda,Accord,134212,2008,NigerianUsed,1354000
Mercedes-Benz,E550,104408,2011,ForeignUsed,13450000
Honda,Accord,43810,2009,NigerianUsed,1690000
Mercedes-Benz,C300,147895,2010,ForeignUsed,4490000
Toyota,Venza,153176,2016,ForeignUsed,11770000
Honda,Accord,203157,2002,NigerianUsed,458000
Toyota,Corolla,134455,2013,ForeignUsed,3930000
Toyota,Camry,192669,1994,NigerianUsed,626000
Toyota,Camry,43258,2017,ForeignUsed,8074000
Mazda,Cx-9,92584,2010,NigerianUsed,5610000
Land,Rover,20537,2014,NigerianUsed,7850000
Toyota,Land,172534,2005,NigerianUsed,2250000
Honda,Cr-V,220640,2008,ForeignUsed,3258000
Lexus,Es,166392,2002,ForeignUsed,2474000
Toyota,Camry,165271,2002,NigerianUsed,1432400
Toyota,Camry,280462,2013,NigerianUsed,4714000
Nissan,Pathfinder,64704,2006,NigerianUsed,1466000
Honda,Accord,145739,1996,NigerianUsed,402000
Honda,Ridgeline,169512,2006,NigerianUsed,2250000
Toyota,Avalon,95854,2007,NigerianUsed,2306000
Toyota,Camry,298281,2002,NigerianUsed,1578000
Honda,City,130738,2007,NigerianUsed,682000
Nissan,370,117902,2006,ForeignUsed,1690000
Lexus,Es,125892,2006,NigerianUsed,1914000
Toyota,Matrix,122390,2009,ForeignUsed,3818000
Infiniti,G35X,104263,2006,ForeignUsed,1970000
Lexus,Is,211824,2007,ForeignUsed,3610000
Honda,Accord,107894,2004,NigerianUsed,794000
Mercedes-Benz,C300,160920,2011,ForeignUsed,5610000
Mercedes-Benz,C300,115567,2009,NigerianUsed,3034000
Toyota,Camry,22481,2015,ForeignUsed,6730000
Toyota,Fj,85934,2008,NigerianUsed,7290000
Honda,Accord,246674,2009,NigerianUsed,1466000
Nissan,Pathfinder,116756,2005,NigerianUsed,906000
Mercedes-Benz,C300,55813,2011,NigerianUsed,2922000
Land,Rover,103369,2006,NigerianUsed,2250000
Honda,Cr-V,160522,2000,ForeignUsed,906000
Toyota,Avalon,227036,2005,NigerianUsed,2250000
Toyota,Yaris,176691,2009,ForeignUsed,2586000
Toyota,Camry,76900,2011,ForeignUsed,3370000
Toyota,Corolla,280020,2003,ForeignUsed,2250000
Acura,Tl,137009,2011,ForeignUsed,3700000
Hyundai,Accent,129674,2012,NigerianUsed,1400000
Ford,Edge,229948,2007,NigerianUsed,2026000
Skoda,Octavia,208759,1999,NigerianUsed,1130000
Ford,F-150,201615,2007,NigerianUsed,4938000
Toyota,Highlander,109881,2008,NigerianUsed,4490000
Honda,Accord,148923,2004,NigerianUsed,682000
Lexus,Es,190713,2007,NigerianUsed,4266000
Lexus,Is,183187,2006,NigerianUsed,2586000
Toyota,4Runner,87045,2004,NigerianUsed,3370000
Audi,Q7,195048,2007,NigerianUsed,1690000
Toyota,Camry,123507,2013,ForeignUsed,4714000
Ford,Edge,127026,2007,NigerianUsed,1298000
Honda,Odyssey,1,2001,NigerianUsed,1018000
Mitsubishi,Outlander,163633,2013,ForeignUsed,2810000
Hyundai,Elantra,238651,2009,NigerianUsed,1354000
Toyota,Harrier,336916,2005,NigerianUsed,2026000
Land,Rover,115321,2001,NigerianUsed,682000
Mercedes-Benz,C300,176024,2009,NigerianUsed,3146000
Toyota,4Runner,201951,2004,NigerianUsed,1242000
Toyota,Corolla,172500,2006,NigerianUsed,1690000
Mercedes-Benz,S550,93039,2008,ForeignUsed,6730000
Toyota,Corolla,118274,2008,NigerianUsed,2810000
Kia,Amanti,243120,2005,NigerianUsed,906000
Mercedes-Benz,Ml350,175899,2007,NigerianUsed,2810000
Hyundai,Santa,102993,2003,ForeignUsed,1354000
Ford,Focus,126355,2014,NigerianUsed,1802000
Toyota,Corolla,130001,2010,NigerianUsed,2810000
Toyota,Ipsum,178668,2004,NigerianUsed,850000
Chrysler,Pacifica,213405,2005,NigerianUsed,1690000
Toyota,4Runner,47444,2013,NigerianUsed,7850000
Toyota,Sienna,154987,2007,ForeignUsed,3370000
Toyota,Matrix,212282,2003,NigerianUsed,1522000
Toyota,Avanza,183181,2007,NigerianUsed,906000
Hyundai,Ix35,62555,2012,NigerianUsed,3258000
Toyota,4Runner,144156,2004,NigerianUsed,1914000
Honda,Odyssey,225823,2001,NigerianUsed,2474000
Toyota,Corolla,4051,2018,NigerianUsed,6730000
Toyota,Sienna,136185,2004,NigerianUsed,1242000
Honda,Accord,999999,1999,NigerianUsed,626000
Hyundai,Sonata,124050,2012,NigerianUsed,2026000
Nissan,Quest,157657,2004,NigerianUsed,738000
Toyota,Avalon,310129,2003,NigerianUsed,1354000
Mazda,Mpv,173362,2000,NigerianUsed,682000
Nissan,Almera,119882,2013,NigerianUsed,1802000
Honda,Accord,394741,1999,NigerianUsed,458000
Infiniti,FX35,144575,2008,NigerianUsed,1641250
BMW,X5,54787,2012,NigerianUsed,4490000
Honda,Odyssey,176813,2005,NigerianUsed,1800000
Toyota,Corolla,202413,2003,NigerianUsed,1690000
Toyota,Corolla,145720,2008,NigerianUsed,1500000
Lexus,Gx,14698,2003,NigerianUsed,3146000
BMW,X6,65713,2015,NigerianUsed,19050000
Mercedes,benz,27859,2010,NigerianUsed,5834000
Mercedes-Benz,GLC,4455,2020,ForeignUsed,53770000
Kia,Sorento,305531,2006,ForeignUsed,1354000
Mercedes-Benz,Ml350,152419,2008,NigerianUsed,3157000
Land,Rover,81842,2008,NigerianUsed,1690000
Nissan,Murano,186214,2007,ForeignUsed,2474000
Toyota,HIGHLANDER,307494,2008,NigerianUsed,3706000
Opel,FRONTERA,196825,0,NigerianUsed,1074000
Mercedes,Benz,999999,2006,NigerianUsed,1242000
Toyota,Corolla,244706,2002,NigerianUsed,1690000
Toyota,Highlander,24502,2015,NigerianUsed,12330000
Toyota,Camry,107032,2007,NigerianUsed,2250000
Toyota,Highlander,255895,2002,NigerianUsed,1690000
Toyota,Corolla,230153,2009,ForeignUsed,3706000
Honda,Ridgeline,234499,2007,NigerianUsed,2250000
Hyundai,Elantra,106191,2014,NigerianUsed,2474000
Mercedes-Benz,C350,97766,2009,NigerianUsed,3594000
Toyota,Corolla,135365,2008,NigerianUsed,1634000
Ford,F-150,66752,2012,ForeignUsed,7290000
Subaru,Forester,199372,2004,NigerianUsed,1242000
Toyota,Corolla,42158,2014,NigerianUsed,4266000
Nissan,Pathfinder,223781,2002,NigerianUsed,1018000
Toyota,Camry,287145,1998,NigerianUsed,794000
Mercedes-Benz,GL450,54233,2009,NigerianUsed,3930000
Toyota,Highlander,44858,2008,NigerianUsed,2810000
Toyota,Camry,220370,1998,NigerianUsed,570000
Lexus,Es,199739,2002,NigerianUsed,1354000
Land,Rover,109706,2008,NigerianUsed,1802000
Toyota,4Runner,92021,2007,NigerianUsed,3594000
Toyota,Land,186168,2008,NigerianUsed,10314000
Lexus,ES330,105743,2006,NigerianUsed,2362000
Mercedes-Benz,C300,93936,2008,NigerianUsed,3034000
Lexus,Is,72429,2008,ForeignUsed,3818000
Toyota,Avalon,217032,2006,NigerianUsed,1578000
Volvo,S40,203375,2005,NigerianUsed,1522000
Hyundai,H1,266306,1998,NigerianUsed,570000
Mitsubishi,Montero,145224,2003,NigerianUsed,1186000
Toyota,Avalon,99999,2001,NigerianUsed,794000
Audi,A5,63561,2012,NigerianUsed,2586000
Honda,Accord,175473,2003,NigerianUsed,1018000
Toyota,Highlander,60036,2010,NigerianUsed,3947500
Skoda,Superb,72217,2011,NigerianUsed,570000
Mercedes-Benz,GLK,69029,2014,ForeignUsed,9866000
Toyota,Corolla,203730,2001,NigerianUsed,850000
Toyota,Camry,14341,2018,NigerianUsed,10650000
Honda,Accord,72329,2015,ForeignUsed,5834000
Ford,Taurus,123705,2012,ForeignUsed,4042000
Toyota,Avensis,122565,2000,NigerianUsed,458000
Kia,Sportage,97287,2011,NigerianUsed,3370000
Lexus,Rx,65819,2000,NigerianUsed,1410000
Lexus,Es,250167,2002,NigerianUsed,1802000
Toyota,Camry,312751,2002,NigerianUsed,1466000
Toyota,Sienna,218089,2006,NigerianUsed,1802000
Mercedes-Benz,C,89423,2013,ForeignUsed,6506000
Toyota,Camry,90366,2010,ForeignUsed,3370000
Lexus,Rx,239642,2011,NigerianUsed,5498000
Toyota,Corolla,199765,2003,NigerianUsed,1690000
Mercedes-Benz,E350,163762,2010,NigerianUsed,3146000
Toyota,Matrix,146352,2003,NigerianUsed,1522000
Toyota,Avalon,189466,2007,NigerianUsed,1802000
Acura,Mdx,159667,2001,NigerianUsed,1130000
Honda,Accord,177037,2012,NigerianUsed,3594000
Toyota,Solara,283919,2004,NigerianUsed,1690000
Lexus,Is,194800,2008,NigerianUsed,2586000
Toyota,Camry,209614,2009,NigerianUsed,2250000
Toyota,Sienna,60101,2008,ForeignUsed,3034000
Mercedes-Benz,GL450,89535,2007,NigerianUsed,4490000
Nissan,Pathfinder,94806,2007,NigerianUsed,1578000
Honda,Accord,104520,2003,NigerianUsed,1018000
Mercedes-Benz,C,174446,2005,NigerianUsed,1018000
Volkswagen,Golf,142533,2012,NigerianUsed,2250000
Kia,Cerato,137240,2014,ForeignUsed,2474000
Hyundai,Elantra,123903,2013,NigerianUsed,2250000
Mercedes-Benz,GLK,139598,2012,NigerianUsed,5050000
Toyota,Avensis,125227,2010,NigerianUsed,2922000
Toyota,Camry,74415,2007,NigerianUsed,2698000
Ford,Edge,337013,2007,NigerianUsed,1578000
Toyota,Camry,67348,1998,NigerianUsed,794000
Toyota,Camry,93024,2007,NigerianUsed,2026000
Land,Rover,222251,2006,NigerianUsed,2698000
BMW,X5,177965,2003,NigerianUsed,930000
Toyota,Camry,160249,2002,NigerianUsed,1242000
Honda,Cr-V,219578,2006,NigerianUsed,1914000
Audi,A6,229504,1999,NigerianUsed,637200
Ford,Explorer,155806,2002,NigerianUsed,570000
Mercedes,benz,187822,0,NigerianUsed,3370000
Honda,Accord,242062,2008,NigerianUsed,1150000
Mitsubishi,L200,155013,2010,NigerianUsed,1746000
Hyundai,Elantra,51735,2017,ForeignUsed,6730000
Ford,Edge,111475,2007,NigerianUsed,2026000
Toyota,Sienna,297229,2004,NigerianUsed,1690000
Dodge,Caliber,119496,2009,NigerianUsed,1242000
Nissan,Pathfinder,143686,2007,NigerianUsed,1130000
Lexus,Gx,31274,2017,NigerianUsed,14570000
Volkswagen,Passat,84477,2014,NigerianUsed,1802000
Kia,Rio,124436,2005,NigerianUsed,794000
Honda,CRV,182755,2012,NigerianUsed,3370000
Toyota,Camry,34631,2018,ForeignUsed,15690000
Honda,Pilot,73438,2013,ForeignUsed,5722000
Toyota,Camry,134324,2003,NigerianUsed,1578000
Toyota,Matrix,145578,2004,NigerianUsed,1130000
BMW,X3,176430,2004,NigerianUsed,2250000
Lexus,Gx,115883,2005,NigerianUsed,3034000
Toyota,Highlander,226674,2004,NigerianUsed,1802000
Toyota,Camry,181052,2000,NigerianUsed,794000
Toyota,Highlander,178127,2011,NigerianUsed,4826000
Nissan,Maxima,116609,2006,NigerianUsed,794000
Toyota,Venza,83701,2011,NigerianUsed,4490000
Toyota,Camry,83983,2011,ForeignUsed,4266000
Kia,Rio,24940,2020,NigerianUsed,5386000
Toyota,Sienna,86278,2012,NigerianUsed,5610000
Toyota,Camry,84824,2013,ForeignUsed,5610000
Toyota,Camry,148849,2005,ForeignUsed,2138000
Mercedes-Benz,GLE350,49835,2016,NigerianUsed,18826000
Kia,Sorento,271320,2003,NigerianUsed,973200
Mercedes-Benz,C300,113123,2009,NigerianUsed,2698000
Toyota,Camry,110928,2008,New,3258000
Toyota,Camry,104139,2007,NigerianUsed,1802000
Toyota,Venza,45749,2009,NigerianUsed,4266000
Mercedes-Benz,GL450,155309,2008,NigerianUsed,3706000
Lexus,Rx,167468,2009,NigerianUsed,3818000
Honda,Accord,247664,1994,NigerianUsed,570000
Nissan,Altima,112255,2013,ForeignUsed,2922000
Toyota,Sienna,163287,2006,ForeignUsed,3818000
Toyota,Camry,166621,2011,ForeignUsed,4378000
Hyundai,Sonata,179989,2006,ForeignUsed,2138000
Lincoln,Navigator,92706,2008,NigerianUsed,4490000
Nissan,Altima,226003,2007,NigerianUsed,1466000
Toyota,Camry,115541,2016,ForeignUsed,8074000
Hyundai,Santa,113624,2013,NigerianUsed,3370000
Toyota,Corolla,299999,2005,NigerianUsed,1746000
Toyota,Sienna,185437,2011,ForeignUsed,5050000
Acura,Zdx,125646,2010,NigerianUsed,4826000
Toyota,Land,157115,2007,NigerianUsed,3930000
Peugeot,407,182995,2004,NigerianUsed,962000
Land,Rover,55147,2015,NigerianUsed,21290000
Lexus,Es,155076,2007,NigerianUsed,3930000
Toyota,Corolla,299999,2004,NigerianUsed,1578000
BMW,X6,165892,2010,NigerianUsed,2810000
Honda,Accord,177715,2004,NigerianUsed,626000
Toyota,Corolla,201957,2012,NigerianUsed,4042000
Mercedes-Benz,S550,28760,2009,NigerianUsed,5610000
Hyundai,Sonata,49650,2006,NigerianUsed,2026000
BMW,X3,173243,2005,ForeignUsed,1802000
Toyota,Camry,141186,2003,NigerianUsed,1242000
Kia,Sportage,140173,2013,NigerianUsed,3370000
Toyota,Sienna,115211,2006,NigerianUsed,2250000
Nissan,Pathfinder,138962,2001,NigerianUsed,738000
Infiniti,G35,263710,2007,NigerianUsed,1242000
Lexus,Rx,75160,2010,ForeignUsed,7626000
Volkswagen,Touareg,177645,2004,NigerianUsed,1466000
Nissan,Murano,155654,2007,ForeignUsed,2922000
Toyota,Tacoma,34440,2012,NigerianUsed,12330000
Toyota,Camry,97164,2005,ForeignUsed,2194000
Mercedes-Benz,E350,91151,2013,NigerianUsed,6170000
Lexus,Gx460,106519,2010,ForeignUsed,11210000
Lexus,Is,75478,2007,ForeignUsed,3497500
Nissan,Pathfinder,176922,2003,NigerianUsed,1354000
Volkswagen,Golf,283549,1999,NigerianUsed,547600
Nissan,Xterra,181656,2003,NigerianUsed,1022500
Toyota,Camry,87034,2018,ForeignUsed,10650000
Honda,Cr-V,162033,2007,NigerianUsed,1416250
Mercedes-Benz,Ml350,47370,2014,NigerianUsed,11210000
Mercedes-Benz,C300,41175,2016,ForeignUsed,14010000
Peugeot,307,108930,2004,ForeignUsed,1690000
Volkswagen,Touran,167339,2006,NigerianUsed,1074000
Nissan,Murano,27556,2014,NigerianUsed,4490000
Toyota,Camry,57792,2016,ForeignUsed,6730000
Volkswagen,Passat,249342,2007,NigerianUsed,1186000
Toyota,HiAce,52800,2007,NigerianUsed,3930000
Kia,Rio,74319,2013,NigerianUsed,1130000
Honda,Accord,150215,2009,ForeignUsed,2810000
Land,Rover,177207,2013,ForeignUsed,17930000
Kia,Rio,139586,2009,NigerianUsed,794000
Land,Rover,52289,2006,NigerianUsed,2250000
Toyota,Highlander,284027,2007,NigerianUsed,2586000
Toyota,Venza,109543,2011,ForeignUsed,6506000
Toyota,HiAce,251005,2006,NigerianUsed,2026000
Toyota,Highlander,62411,2013,NigerianUsed,6170000
Mazda,6,247233,2004,NigerianUsed,906000
Mercedes-Benz,Ml350,313146,2006,ForeignUsed,4154000
Honda,Civic,472701,2001,NigerianUsed,626000
Chevrolet,Venture,302895,2003,ForeignUsed,1634000
Mitsubishi,Pajero,17072,2019,NigerianUsed,20170000
Hyundai,Accent,94665,2015,ForeignUsed,3370000
Pontiac,Vibe,245414,2005,NigerianUsed,2082000
Mercedes-Benz,Cls250,57235,2014,NigerianUsed,10090000
Lexus,Es,127111,2007,NigerianUsed,3370000
Toyota,Camry,139412,2012,ForeignUsed,4490000
Toyota,Camry,124913,2015,NigerianUsed,5834000
Opel,Zafira,99999,1999,NigerianUsed,570000
Infiniti,Qx56,31562,2011,NigerianUsed,7850000
Toyota,Avalon,217731,2007,NigerianUsed,2586000
Mercedes-Benz,GL450,121093,2010,ForeignUsed,8970000
Toyota,Camry,178052,2009,ForeignUsed,3090000
Hyundai,Genesis,123738,2009,NigerianUsed,2474000
Toyota,Camry,218200,2003,ForeignUsed,2339600
Mercedes-Benz,Vito,149883,2003,ForeignUsed,1690000
Honda,City,138415,2009,NigerianUsed,1298000
Toyota,Highlander,61403,2014,ForeignUsed,9530000
Toyota,Corolla,227870,2006,ForeignUsed,2922000
Honda,Pilot,84915,2010,NigerianUsed,3146000
Lexus,Es,101342,2007,NigerianUsed,2878750
Toyota,Camry,192339,2007,NigerianUsed,2250000
Volvo,S80,63957,2008,NigerianUsed,2026000
Toyota,Camry,63339,2016,ForeignUsed,8186000
BMW,1,242742,2013,ForeignUsed,7290000
Nissan,Almera,326026,2001,NigerianUsed,572500
Toyota,Sienna,166328,2002,NigerianUsed,906000
Nissan,Teana,146559,2009,NigerianUsed,1466000
Toyota,HiAce,141094,2015,ForeignUsed,17706000
Toyota,Tacoma,123134,2004,NigerianUsed,4490000
Hyundai,Tiburon,278957,2004,NigerianUsed,738000
Toyota,Avensis,247578,2000,NigerianUsed,625440
Honda,Pilot,219550,2008,ForeignUsed,2250000
Acura,Mdx,104447,2006,NigerianUsed,1466000
Toyota,Highlander,302790,2002,NigerianUsed,1354000
Ford,Edge,85692,2008,NigerianUsed,1578000
Honda,Civic,165226,2006,NigerianUsed,906000
Hyundai,Veloster,232898,2012,ForeignUsed,3370000
Toyota,Camry,146091,2005,NigerianUsed,1802000
Nissan,Sentra,75423,2013,NigerianUsed,5050000
Lexus,ES330,89798,2006,ForeignUsed,2810000
Mercedes-Benz,Ml350,177692,2007,NigerianUsed,3034000
Land,Rover,168019,2008,ForeignUsed,5386000
Toyota,Matrix,171811,2005,NigerianUsed,1400000
Toyota,Hilux,58840,2011,NigerianUsed,6310000
Ford,Taurus,91032,2012,NigerianUsed,2586000
Acura,Mdx,136357,2003,NigerianUsed,1130000
Honda,Odyssey,140426,2010,ForeignUsed,2530000
Kia,Sportage,75337,2015,NigerianUsed,3594000
Toyota,Camry,56025,2012,NigerianUsed,3370000
Mercedes-Benz,GL450,109641,2010,NigerianUsed,3930000
Honda,Accord,207476,2011,NigerianUsed,2026000
Subaru,Impreza,198895,2008,ForeignUsed,1578000
Toyota,Sienna,196771,2009,ForeignUsed,3706000
Toyota,Corolla,271542,2007,NigerianUsed,1914000
Lexus,Es,193195,2009,NigerianUsed,2810000
Ford,Edge,21604,2015,NigerianUsed,10090000
