,car_name,model,Mileage,Year,Condition,Price
2524,20,309,68208.0,2012,0,8515000
2525,12,279,203162.0,2010,0,7615000
2526,12,279,109763.4,2013,0,3515000
2527,14,223,243717.0,2012,0,4215000
2528,20,275,83554.0,2013,0,4865000
2529,20,97,63380.0,2016,0,8815000
2530,8,301,146372.0,2013,0,4865000
2531,12,120,98219.0,2013,0,2815000
2532,20,190,48415.0,2016,0,15015000
2533,14,54,91406.0,2014,0,25015000
2534,14,54,48013.0,2015,0,3515000
2535,20,78,72283.0,2012,0,5815000
2536,12,211,35751.0,2011,0,42515000
2537,20,214,52310.0,2011,0,4415000
2538,18,358,193892.0,2006,0,4645000
2539,20,78,282613.0,2006,0,2797500
2540,20,97,71584.0,2015,0,6515000
2541,20,78,112019.0,2012,0,5680000
2542,20,78,98697.0,2015,0,8770000
2543,20,190,106800.0,2013,0,9285000
2544,12,211,21204.0,2018,0,6215000
2545,20,78,140309.0,2013,0,9315000
2546,20,355,172709.0,2013,0,4765000
2547,14,54,114936.0,2010,0,8265000
2548,20,215,123938.5,2012,0,8265000
2549,20,355,96091.0,2013,0,8265000
2550,20,78,75422.0,2009,0,10725000
2551,0,222,221505.0,2009,0,11315000
2552,20,78,176996.0,2012,0,4865000
2553,20,190,74479.0,2013,0,8815000
2554,20,78,116368.2,2010,0,4865000
2555,20,97,134462.0,2008,0,2815000
2556,20,190,20820.0,2016,0,15015000
2557,20,259,69601.0,2012,2,25015000
2558,11,146,82310.0,2010,0,3515000
2559,12,168,250414.9,2005,0,5815000
2560,12,211,31504.0,2017,2,42515000
2561,12,120,370921.0,2007,0,4415000
2562,12,120,194550.0,2008,0,4645000
2563,20,309,68326.0,2011,0,5515000
2564,1,265,201050.0,2008,0,5685000
2565,12,279,118888.0,2007,0,5115000
2566,12,279,137471.0,2010,0,7765000
2567,14,54,857506.0,2010,0,5315000
2568,12,120,72443.0,2011,0,50015000
2569,20,190,68453.0,2013,0,5015000
2570,12,279,57451.0,2004,0,7115000
2571,14,166,165901.0,2012,0,4815000
2572,20,309,68208.0,2012,0,8515000
2573,12,279,203162.0,2010,0,7615000
2574,12,279,109763.4,2013,0,3515000
2575,14,223,243717.0,2012,0,4215000
2576,20,275,83554.0,2013,0,4865000
2577,20,97,63380.0,2016,0,8815000
2578,8,301,146372.0,2013,0,4865000
2579,12,120,98219.0,2013,0,2815000
2580,20,190,48415.0,2016,0,15015000
2581,14,54,91406.0,2014,0,25015000
2582,14,54,48013.0,2015,0,3515000
2583,20,78,72283.0,2012,0,5815000
2584,12,211,35751.0,2011,0,42515000
2585,20,214,52310.0,2011,0,4415000
2586,18,358,193892.0,2006,0,4645000
2587,20,78,282613.0,2006,0,2797500
2588,20,97,71584.0,2015,0,6515000
2589,20,78,112019.0,2012,0,5680000
2590,20,78,98697.0,2015,0,8770000
2591,20,190,106800.0,2013,0,9285000
2592,12,211,21204.0,2018,0,6215000
2593,20,78,140309.0,2013,0,9315000
2594,20,355,172709.0,2013,0,4765000
2595,14,54,114936.0,2010,0,8265000
2596,20,215,123938.5,2012,0,8265000
2597,20,355,96091.0,2013,0,8265000
