,car_name,model,Mileage,Year,Condition,Price
0,lexus,LX,21204.0,2018,Foreign Used,50015000
1,toyota,Camry,140309.0,2013,Foreign Used,5015000
2,toyota,Venza,172709.0,2013,Foreign Used,7115000
3,mercedes-benz,C,114936.0,2010,Foreign Used,4815000
4,toyota,Lexus,123938.5,2012,Foreign Used,8515000
5,toyota,Venza,96091.0,2013,Foreign Used,7615000
6,toyota,Camry,75422.0,2009,Foreign Used,3515000
7,acura,MDX,221505.0,2009,Foreign Used,4215000
8,toyota,Camry,176996.0,2012,Foreign Used,4865000
9,toyota,Highlander,74479.0,2013,Foreign Used,8815000
10,toyota,Camry,116368.2,2010,Foreign Used,4865000
11,toyota,Corolla,134462.0,2008,Foreign Used,2815000
12,toyota,Highlander,20820.0,2016,Foreign Used,15015000
13,toyota,Prado,69601.0,2012,Nigerian Used,25015000
14,kia,Forte,82310.0,2010,Foreign Used,3515000
15,lexus,GX,250414.9,2005,Foreign Used,5815000
16,lexus,LX,31504.0,2017,Nigerian Used,42515000
17,lexus,ES,370921.0,2007,Foreign Used,4415000
18,lexus,ES,194550.0,2008,Foreign Used,4645000
19,toyota,Sienna,68326.0,2011,Foreign Used,5515000
20,audi,Q7,201050.0,2008,Foreign Used,5685000
21,lexus,RX,118888.0,2007,Foreign Used,5115000
22,lexus,RX,137471.0,2010,Foreign Used,7765000
23,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
24,lexus,ES,72443.0,2011,Foreign Used,50015000
25,toyota,Highlander,68453.0,2013,Foreign Used,5015000
26,lexus,RX,57451.0,2004,Foreign Used,7115000
27,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
28,toyota,Sienna,68208.0,2012,Foreign Used,8515000
29,lexus,RX,203162.0,2010,Foreign Used,7615000
30,lexus,RX,109763.4,2013,Foreign Used,3515000
31,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
32,toyota,RAV,83554.0,2013,Foreign Used,4865000
33,toyota,Corolla,63380.0,2016,Foreign Used,8815000
34,hyundai,Santa,146372.0,2013,Foreign Used,4865000
35,lexus,ES,98219.0,2013,Foreign Used,2815000
36,toyota,Highlander,48415.0,2016,Foreign Used,15015000
37,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
38,mercedes-benz,C,48013.0,2015,Foreign Used,3515000
39,toyota,Camry,72283.0,2012,Foreign Used,5815000
40,lexus,LX,35751.0,2011,Foreign Used,30015000
41,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
42,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
43,toyota,Camry,282613.0,2006,Foreign Used,2797500
44,toyota,Corolla,71584.0,2015,Foreign Used,6515000
45,toyota,Camry,112019.0,2012,Foreign Used,5680000
46,toyota,Camry,98697.0,2015,Foreign Used,8770000
47,toyota,Highlander,106800.0,2013,Foreign Used,9285000
48,lexus,LX,72443.0,2018,Foreign Used,6215000
49,toyota,Camry,68453.0,2013,Foreign Used,9315000
50,toyota,Venza,57451.0,2013,Foreign Used,4765000
51,mercedes-benz,C,165901.0,2010,Foreign Used,8265000
52,toyota,Lexus,68208.0,2012,Foreign Used,8265000
53,toyota,Venza,96091.0,2013,Foreign Used,8265000
54,toyota,Camry,75422.0,2009,Foreign Used,10725000
55,acura,MDX,221505.0,2009,Foreign Used,11315000
56,toyota,Camry,176996.0,2012,Foreign Used,8015000
57,toyota,Highlander,74479.0,2013,Foreign Used,7015000
58,toyota,Camry,116368.2,2010,Foreign Used,8515000
59,toyota,Corolla,134462.0,2008,Foreign Used,9015000
60,toyota,Highlander,20820.0,2016,Foreign Used,13515000
61,toyota,Prado,69601.0,2012,Nigerian Used,13015000
62,kia,Forte,82310.0,2010,Foreign Used,13015000
63,lexus,GX,250414.9,2005,Foreign Used,5015000
64,lexus,LX,31504.0,2017,Nigerian Used,30015000
65,lexus,ES,370921.0,2007,Foreign Used,14515000
66,lexus,ES,194550.0,2008,Foreign Used,2515000
67,toyota,Sienna,68326.0,2011,Foreign Used,2797500
68,audi,Q7,201050.0,2008,Foreign Used,6515000
69,lexus,RX,118888.0,2007,Foreign Used,5680000
70,lexus,RX,137471.0,2010,Foreign Used,8770000
71,mercedes-benz,C,857506.0,2010,Foreign Used,9285000
72,lexus,ES,72443.0,2011,Foreign Used,50015000
73,toyota,Highlander,68453.0,2013,Foreign Used,5015000
74,lexus,RX,57451.0,2004,Foreign Used,7115000
75,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
76,toyota,Sienna,68208.0,2012,Foreign Used,8515000
77,lexus,RX,203162.0,2010,Foreign Used,7615000
78,lexus,RX,109763.4,2013,Foreign Used,3515000
79,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
80,toyota,RAV,83554.0,2013,Foreign Used,4865000
81,toyota,Corolla,63380.0,2016,Foreign Used,8815000
82,hyundai,Santa,146372.0,2013,Foreign Used,4865000
83,lexus,ES,98219.0,2013,Foreign Used,2815000
84,toyota,Highlander,48415.0,2016,Foreign Used,15015000
85,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
86,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
87,toyota,Camry,72283.0,2012,Foreign Used,5015000
88,lexus,LX,35751.0,2011,Foreign Used,30015000
89,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
90,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
91,toyota,Camry,282613.0,2006,Foreign Used,2797500
92,toyota,Corolla,71584.0,2015,Foreign Used,6515000
93,toyota,Camry,112019.0,2012,Foreign Used,5680000
94,toyota,Camry,98697.0,2015,Foreign Used,8770000
95,toyota,Highlander,106800.0,2013,Foreign Used,9285000
96,lexus,LX,21204.0,2018,Foreign Used,6215000
97,toyota,Camry,140309.0,2013,Foreign Used,9315000
98,toyota,Venza,172709.0,2013,Foreign Used,4765000
99,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
100,toyota,Lexus,123938.5,2012,Foreign Used,8265000
101,toyota,Venza,96091.0,2013,Foreign Used,8265000
102,toyota,Camry,75422.0,2009,Foreign Used,10725000
103,acura,MDX,221505.0,2009,Foreign Used,11315000
104,toyota,Camry,176996.0,2012,Foreign Used,8015000
105,toyota,Highlander,74479.0,2013,Foreign Used,7015000
106,toyota,Camry,116368.2,2010,Foreign Used,8515000
107,toyota,Corolla,134462.0,2008,Foreign Used,9015000
108,toyota,Highlander,20820.0,2016,Foreign Used,13515000
109,toyota,Prado,69601.0,2012,Nigerian Used,13015000
110,kia,Forte,82310.0,2010,Foreign Used,3515000
111,lexus,GX,250414.9,2005,Foreign Used,5815000
112,lexus,LX,31504.0,2017,Nigerian Used,42515000
113,lexus,ES,370921.0,2007,Foreign Used,4415000
114,lexus,ES,194550.0,2008,Foreign Used,4645000
115,toyota,Sienna,68326.0,2011,Foreign Used,5515000
116,audi,Q7,201050.0,2008,Foreign Used,5685000
117,lexus,RX,118888.0,2007,Foreign Used,5115000
118,lexus,RX,137471.0,2010,Foreign Used,7765000
119,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
120,lexus,ES,72443.0,2011,Foreign Used,50015000
121,toyota,Highlander,68453.0,2013,Foreign Used,5015000
122,lexus,RX,57451.0,2004,Foreign Used,7115000
123,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
124,toyota,Sienna,68208.0,2012,Foreign Used,8515000
125,lexus,RX,203162.0,2010,Foreign Used,7615000
126,lexus,RX,109763.4,2013,Foreign Used,3515000
127,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
128,toyota,RAV,83554.0,2013,Foreign Used,4865000
129,toyota,Corolla,63380.0,2016,Foreign Used,8815000
130,hyundai,Santa,146372.0,2013,Foreign Used,4865000
131,lexus,ES,98219.0,2013,Foreign Used,2815000
132,toyota,Highlander,48415.0,2016,Foreign Used,15015000
133,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
134,mercedes-benz,C,48013.0,2015,Foreign Used,3515000
135,toyota,Camry,72283.0,2012,Foreign Used,5015000
136,lexus,LX,35751.0,2011,Foreign Used,30015000
137,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
138,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
139,toyota,Camry,282613.0,2006,Foreign Used,2797500
140,toyota,Corolla,71584.0,2015,Foreign Used,6515000
141,toyota,Camry,112019.0,2012,Foreign Used,5680000
142,toyota,Camry,98697.0,2015,Foreign Used,8770000
143,toyota,Highlander,106800.0,2013,Foreign Used,9285000
144,lexus,LX,21204.0,2018,Foreign Used,6215000
145,toyota,Camry,140309.0,2013,Foreign Used,9315000
146,toyota,Venza,172709.0,2013,Foreign Used,4765000
147,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
148,toyota,Lexus,123938.5,2012,Foreign Used,8265000
149,toyota,Venza,96091.0,2013,Foreign Used,8265000
150,toyota,Camry,75422.0,2009,Foreign Used,10725000
151,acura,MDX,221505.0,2009,Foreign Used,11315000
152,toyota,Camry,176996.0,2012,Foreign Used,8015000
153,toyota,Highlander,74479.0,2013,Foreign Used,7015000
154,toyota,Camry,116368.2,2010,Foreign Used,8515000
155,toyota,Corolla,134462.0,2008,Foreign Used,2815000
156,toyota,Highlander,20820.0,2016,Foreign Used,15015000
157,toyota,Prado,69601.0,2012,Nigerian Used,25015000
158,kia,Forte,82310.0,2010,Foreign Used,3515000
159,lexus,GX,250414.9,2005,Foreign Used,5815000
160,lexus,LX,31504.0,2017,Nigerian Used,42515000
161,lexus,ES,370921.0,2007,Foreign Used,4415000
162,lexus,ES,194550.0,2008,Foreign Used,4645000
163,toyota,Sienna,68326.0,2011,Foreign Used,5515000
164,audi,Q7,201050.0,2008,Foreign Used,5685000
165,lexus,RX,118888.0,2007,Foreign Used,5115000
166,lexus,RX,137471.0,2010,Foreign Used,7765000
167,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
168,lexus,ES,72443.0,2011,Foreign Used,50015000
169,toyota,Highlander,68453.0,2013,Foreign Used,5015000
170,lexus,RX,57451.0,2004,Foreign Used,7115000
171,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
172,toyota,Sienna,68208.0,2012,Foreign Used,8515000
173,lexus,RX,203162.0,2010,Foreign Used,7615000
174,lexus,RX,109763.4,2013,Foreign Used,3515000
175,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
176,toyota,RAV,83554.0,2013,Foreign Used,4865000
177,toyota,Corolla,63380.0,2016,Foreign Used,8815000
178,hyundai,Santa,146372.0,2013,Foreign Used,4865000
179,lexus,ES,98219.0,2013,Foreign Used,2815000
180,toyota,Highlander,48415.0,2016,Foreign Used,15015000
181,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
182,mercedes-benz,C,48013.0,2015,Foreign Used,3515000
183,toyota,Camry,72283.0,2012,Foreign Used,5015000
184,lexus,LX,35751.0,2011,Foreign Used,30015000
185,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
186,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
187,toyota,Camry,282613.0,2006,Foreign Used,2797500
188,toyota,Corolla,71584.0,2015,Foreign Used,6515000
189,toyota,Camry,112019.0,2012,Foreign Used,5680000
190,toyota,Camry,98697.0,2015,Foreign Used,8770000
191,toyota,Highlander,106800.0,2013,Foreign Used,9285000
192,lexus,LX,21204.0,2018,Foreign Used,6215000
193,toyota,Camry,140309.0,2013,Foreign Used,9315000
194,toyota,Venza,172709.0,2013,Foreign Used,4765000
195,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
196,toyota,Lexus,123938.5,2012,Foreign Used,8265000
197,toyota,Venza,96091.0,2013,Foreign Used,8265000
198,toyota,Camry,75422.0,2009,Foreign Used,10725000
199,acura,MDX,221505.0,2009,Foreign Used,11315000
200,toyota,Camry,176996.0,2012,Foreign Used,8015000
201,toyota,Highlander,74479.0,2013,Foreign Used,7015000
202,toyota,Camry,116368.2,2010,Foreign Used,8515000
203,toyota,Corolla,134462.0,2008,Foreign Used,9015000
204,toyota,Highlander,20820.0,2016,Foreign Used,13515000
205,toyota,Prado,69601.0,2012,Nigerian Used,13015000
206,kia,Forte,82310.0,2010,Foreign Used,13015000
207,lexus,GX,250414.9,2005,Foreign Used,5015000
208,lexus,LX,31504.0,2017,Nigerian Used,30015000
209,lexus,ES,370921.0,2007,Foreign Used,4415000
210,lexus,ES,194550.0,2008,Foreign Used,4645000
211,toyota,Sienna,68326.0,2011,Foreign Used,5515000
212,audi,Q7,201050.0,2008,Foreign Used,5685000
213,lexus,RX,118888.0,2007,Foreign Used,5115000
214,lexus,RX,137471.0,2010,Foreign Used,7765000
215,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
216,lexus,ES,72443.0,2011,Foreign Used,50015000
217,toyota,Highlander,68453.0,2013,Foreign Used,5015000
218,lexus,RX,57451.0,2004,Foreign Used,7115000
219,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
220,toyota,Sienna,68208.0,2012,Foreign Used,8515000
221,lexus,RX,203162.0,2010,Foreign Used,7615000
222,lexus,RX,109763.4,2013,Foreign Used,3515000
223,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
224,toyota,RAV,83554.0,2013,Foreign Used,4865000
225,toyota,Corolla,63380.0,2016,Foreign Used,8815000
226,hyundai,Santa,146372.0,2013,Foreign Used,4865000
227,lexus,ES,98219.0,2013,Foreign Used,2815000
228,toyota,Highlander,48415.0,2016,Foreign Used,13515000
229,mercedes-benz,C,91406.0,2014,Foreign Used,13015000
230,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
231,toyota,Camry,72283.0,2012,Foreign Used,5015000
232,lexus,LX,35751.0,2011,Foreign Used,30015000
233,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
234,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
235,toyota,Camry,282613.0,2006,Foreign Used,2797500
236,toyota,Corolla,71584.0,2015,Foreign Used,6515000
237,toyota,Camry,112019.0,2012,Foreign Used,5680000
238,toyota,Camry,98697.0,2015,Foreign Used,8770000
239,toyota,Highlander,106800.0,2013,Foreign Used,9285000
240,lexus,LX,21204.0,2018,Foreign Used,6215000
241,toyota,Camry,140309.0,2013,Foreign Used,9315000
242,toyota,Venza,172709.0,2013,Foreign Used,4765000
243,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
244,toyota,Lexus,123938.5,2012,Foreign Used,8265000
245,toyota,Venza,96091.0,2013,Foreign Used,8265000
246,toyota,Camry,75422.0,2009,Foreign Used,10725000
247,acura,MDX,221505.0,2009,Foreign Used,11315000
248,toyota,Camry,176996.0,2012,Foreign Used,8015000
249,toyota,Highlander,74479.0,2013,Foreign Used,7015000
250,toyota,Camry,116368.2,2010,Foreign Used,8515000
251,toyota,Corolla,134462.0,2008,Foreign Used,9015000
252,toyota,Highlander,20820.0,2016,Foreign Used,13515000
253,toyota,Prado,69601.0,2012,Nigerian Used,13015000
254,kia,Forte,82310.0,2010,Foreign Used,13015000
255,lexus,GX,250414.9,2005,Foreign Used,5815000
256,lexus,LX,31504.0,2017,Nigerian Used,42515000
257,lexus,ES,370921.0,2007,Foreign Used,4415000
258,lexus,ES,194550.0,2008,Foreign Used,4645000
259,toyota,Sienna,68326.0,2011,Foreign Used,5515000
260,audi,Q7,201050.0,2008,Foreign Used,5685000
261,lexus,RX,118888.0,2007,Foreign Used,5115000
262,lexus,RX,137471.0,2010,Foreign Used,7765000
263,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
264,lexus,ES,72443.0,2011,Foreign Used,50015000
265,toyota,Highlander,68453.0,2013,Foreign Used,5015000
266,lexus,RX,57451.0,2004,Foreign Used,7115000
267,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
268,toyota,Sienna,68208.0,2012,Foreign Used,8515000
269,lexus,RX,203162.0,2010,Foreign Used,7615000
270,lexus,RX,109763.4,2013,Foreign Used,3515000
271,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
272,toyota,RAV,83554.0,2013,Foreign Used,4865000
273,toyota,Corolla,63380.0,2016,Foreign Used,8815000
274,hyundai,Santa,146372.0,2013,Foreign Used,8515000
275,lexus,ES,98219.0,2013,Foreign Used,9015000
276,toyota,Highlander,48415.0,2016,Foreign Used,13515000
277,mercedes-benz,C,91406.0,2014,Foreign Used,13015000
278,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
279,toyota,Camry,72283.0,2012,Foreign Used,5015000
280,lexus,LX,35751.0,2011,Foreign Used,30015000
281,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
282,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
283,toyota,Camry,282613.0,2006,Foreign Used,2797500
284,toyota,Corolla,71584.0,2015,Foreign Used,6515000
285,toyota,Camry,112019.0,2012,Foreign Used,5680000
286,toyota,Camry,98697.0,2015,Foreign Used,8770000
287,toyota,Highlander,106800.0,2013,Foreign Used,9285000
288,lexus,LX,21204.0,2018,Foreign Used,6215000
289,toyota,Camry,140309.0,2013,Foreign Used,9315000
290,toyota,Venza,172709.0,2013,Foreign Used,4765000
291,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
292,toyota,Lexus,123938.5,2012,Foreign Used,8265000
293,toyota,Venza,96091.0,2013,Foreign Used,8265000
294,toyota,Camry,75422.0,2009,Foreign Used,10725000
295,acura,MDX,221505.0,2009,Foreign Used,11315000
296,toyota,Camry,176996.0,2012,Foreign Used,8015000
297,toyota,Highlander,74479.0,2013,Foreign Used,7015000
298,toyota,Camry,116368.2,2010,Foreign Used,8515000
299,toyota,Corolla,134462.0,2008,Foreign Used,9015000
300,toyota,Highlander,20820.0,2016,Foreign Used,13515000
301,toyota,Prado,69601.0,2012,Nigerian Used,13015000
302,kia,Forte,82310.0,2010,Foreign Used,13015000
303,lexus,GX,250414.9,2005,Foreign Used,5015000
304,lexus,LX,31504.0,2017,Nigerian Used,42515000
305,lexus,ES,370921.0,2007,Foreign Used,4415000
306,lexus,ES,194550.0,2008,Foreign Used,4645000
307,toyota,Sienna,68326.0,2011,Foreign Used,5515000
308,audi,Q7,201050.0,2008,Foreign Used,5685000
309,lexus,RX,118888.0,2007,Foreign Used,5115000
310,lexus,RX,137471.0,2010,Foreign Used,7765000
311,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
312,lexus,ES,72443.0,2011,Foreign Used,50015000
313,toyota,Highlander,68453.0,2013,Foreign Used,5015000
314,lexus,RX,57451.0,2004,Foreign Used,7115000
315,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
316,toyota,Sienna,68208.0,2012,Foreign Used,8515000
317,lexus,RX,203162.0,2010,Foreign Used,7615000
318,lexus,RX,109763.4,2013,Foreign Used,3515000
319,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
320,toyota,RAV,83554.0,2013,Foreign Used,4865000
321,toyota,Corolla,63380.0,2016,Foreign Used,8815000
322,hyundai,Santa,146372.0,2013,Foreign Used,4865000
323,lexus,ES,98219.0,2013,Foreign Used,2815000
324,toyota,Highlander,48415.0,2016,Foreign Used,15015000
325,mercedes-benz,C,91406.0,2014,Foreign Used,13015000
326,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
327,toyota,Camry,72283.0,2012,Foreign Used,5015000
328,lexus,LX,35751.0,2011,Foreign Used,30015000
329,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
330,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
331,toyota,Camry,282613.0,2006,Foreign Used,2797500
332,toyota,Corolla,71584.0,2015,Foreign Used,6515000
333,toyota,Camry,112019.0,2012,Foreign Used,5680000
334,toyota,Camry,98697.0,2015,Foreign Used,8770000
335,toyota,Highlander,106800.0,2013,Foreign Used,9285000
336,lexus,LX,21204.0,2018,Foreign Used,6215000
337,toyota,Camry,140309.0,2013,Foreign Used,9315000
338,toyota,Venza,172709.0,2013,Foreign Used,4765000
339,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
340,toyota,Lexus,123938.5,2012,Foreign Used,8265000
341,toyota,Venza,96091.0,2013,Foreign Used,8265000
342,toyota,Camry,75422.0,2009,Foreign Used,10725000
343,acura,MDX,221505.0,2009,Foreign Used,11315000
344,toyota,Camry,176996.0,2012,Foreign Used,8015000
345,toyota,Highlander,74479.0,2013,Foreign Used,7015000
346,toyota,Camry,116368.2,2010,Foreign Used,8515000
347,toyota,Corolla,134462.0,2008,Foreign Used,9015000
348,toyota,Highlander,20820.0,2016,Foreign Used,13515000
349,toyota,Prado,69601.0,2012,Nigerian Used,13015000
350,kia,Forte,82310.0,2010,Foreign Used,13015000
351,lexus,GX,250414.9,2005,Foreign Used,5815000
352,lexus,LX,31504.0,2017,Nigerian Used,42515000
353,lexus,ES,370921.0,2007,Foreign Used,4415000
354,lexus,ES,194550.0,2008,Foreign Used,4645000
355,toyota,Sienna,68326.0,2011,Foreign Used,5515000
356,audi,Q7,201050.0,2008,Foreign Used,5685000
357,lexus,RX,118888.0,2007,Foreign Used,5115000
358,lexus,RX,137471.0,2010,Foreign Used,7765000
359,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
360,lexus,ES,72443.0,2011,Foreign Used,50015000
361,toyota,Highlander,68453.0,2013,Foreign Used,5015000
362,lexus,RX,57451.0,2004,Foreign Used,7115000
363,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
364,toyota,Sienna,68208.0,2012,Foreign Used,8515000
365,lexus,RX,203162.0,2010,Foreign Used,7615000
366,lexus,RX,109763.4,2013,Foreign Used,3515000
367,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
368,toyota,RAV,83554.0,2013,Foreign Used,4865000
369,toyota,Corolla,63380.0,2016,Foreign Used,8815000
370,hyundai,Santa,146372.0,2013,Foreign Used,4865000
371,lexus,ES,98219.0,2013,Foreign Used,9015000
372,toyota,Highlander,48415.0,2016,Foreign Used,13515000
373,mercedes-benz,C,91406.0,2014,Foreign Used,13015000
374,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
375,toyota,Camry,72283.0,2012,Foreign Used,5015000
376,lexus,LX,35751.0,2011,Foreign Used,30015000
377,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
378,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
379,toyota,Camry,282613.0,2006,Foreign Used,2797500
380,toyota,Corolla,71584.0,2015,Foreign Used,6515000
381,toyota,Camry,112019.0,2012,Foreign Used,5680000
382,toyota,Camry,98697.0,2015,Foreign Used,8770000
383,toyota,Highlander,106800.0,2013,Foreign Used,9285000
384,lexus,LX,21204.0,2018,Foreign Used,6215000
385,toyota,Camry,140309.0,2013,Foreign Used,9315000
386,toyota,Venza,172709.0,2013,Foreign Used,4765000
387,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
388,toyota,Lexus,123938.5,2012,Foreign Used,8265000
389,toyota,Venza,96091.0,2013,Foreign Used,8265000
390,toyota,Camry,75422.0,2009,Foreign Used,10725000
391,acura,MDX,221505.0,2009,Foreign Used,11315000
392,toyota,Camry,176996.0,2012,Foreign Used,8015000
393,toyota,Highlander,74479.0,2013,Foreign Used,7015000
394,toyota,Camry,116368.2,2010,Foreign Used,8515000
395,toyota,Corolla,134462.0,2008,Foreign Used,9015000
396,toyota,Highlander,20820.0,2016,Foreign Used,13515000
397,toyota,Prado,69601.0,2012,Nigerian Used,25015000
398,kia,Forte,82310.0,2010,Foreign Used,3515000
399,lexus,GX,250414.9,2005,Foreign Used,5815000
400,lexus,LX,31504.0,2017,Nigerian Used,42515000
401,lexus,ES,370921.0,2007,Foreign Used,4415000
402,lexus,ES,194550.0,2008,Foreign Used,4645000
403,toyota,Sienna,68326.0,2011,Foreign Used,5515000
404,audi,Q7,201050.0,2008,Foreign Used,5685000
405,lexus,RX,118888.0,2007,Foreign Used,5115000
406,lexus,RX,137471.0,2010,Foreign Used,7765000
407,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
408,lexus,ES,72443.0,2011,Foreign Used,50015000
409,toyota,Highlander,68453.0,2013,Foreign Used,5015000
410,lexus,RX,57451.0,2004,Foreign Used,7115000
411,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
412,toyota,Sienna,68208.0,2012,Foreign Used,8515000
413,lexus,RX,203162.0,2010,Foreign Used,7615000
414,lexus,RX,109763.4,2013,Foreign Used,3515000
415,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
416,toyota,RAV,83554.0,2013,Foreign Used,4865000
417,toyota,Corolla,63380.0,2016,Foreign Used,8815000
418,hyundai,Santa,146372.0,2013,Foreign Used,4865000
419,lexus,ES,98219.0,2013,Foreign Used,2815000
420,toyota,Highlander,48415.0,2016,Foreign Used,15015000
421,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
422,mercedes-benz,C,48013.0,2015,Foreign Used,13015000
423,toyota,Camry,72283.0,2012,Foreign Used,5015000
424,lexus,LX,35751.0,2011,Foreign Used,30015000
425,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
426,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
427,toyota,Camry,282613.0,2006,Foreign Used,2797500
428,toyota,Corolla,71584.0,2015,Foreign Used,6515000
429,toyota,Camry,112019.0,2012,Foreign Used,5680000
430,toyota,Camry,98697.0,2015,Foreign Used,8770000
431,toyota,Highlander,106800.0,2013,Foreign Used,9285000
432,lexus,LX,21204.0,2018,Foreign Used,6215000
433,toyota,Camry,140309.0,2013,Foreign Used,9315000
434,toyota,Venza,172709.0,2013,Foreign Used,4765000
435,mercedes-benz,C,114936.0,2010,Foreign Used,8265000
436,toyota,Lexus,123938.5,2012,Foreign Used,8265000
437,toyota,Venza,96091.0,2013,Foreign Used,8265000
438,toyota,Camry,75422.0,2009,Foreign Used,10725000
439,acura,MDX,221505.0,2009,Foreign Used,11315000
440,toyota,Camry,176996.0,2012,Foreign Used,8015000
441,toyota,Highlander,74479.0,2013,Foreign Used,7015000
442,toyota,Camry,116368.2,2010,Foreign Used,8515000
443,toyota,Corolla,134462.0,2008,Foreign Used,9015000
444,toyota,Highlander,20820.0,2016,Foreign Used,15015000
445,toyota,Prado,69601.0,2012,Nigerian Used,25015000
446,kia,Forte,82310.0,2010,Foreign Used,3515000
447,lexus,GX,250414.9,2005,Foreign Used,5815000
448,lexus,LX,31504.0,2017,Nigerian Used,42515000
449,lexus,ES,370921.0,2007,Foreign Used,4415000
450,lexus,ES,194550.0,2008,Foreign Used,4645000
451,toyota,Sienna,68326.0,2011,Foreign Used,5515000
452,audi,Q7,201050.0,2008,Foreign Used,5685000
453,lexus,RX,118888.0,2007,Foreign Used,5115000
454,lexus,RX,137471.0,2010,Foreign Used,7765000
455,mercedes-benz,C,857506.0,2010,Foreign Used,5315000
456,lexus,ES,72443.0,2011,Foreign Used,50015000
457,toyota,Highlander,68453.0,2013,Foreign Used,5015000
458,lexus,RX,57451.0,2004,Foreign Used,7115000
459,mercedes-benz,GLK,165901.0,2012,Foreign Used,4815000
460,toyota,Sienna,68208.0,2012,Foreign Used,8515000
461,lexus,RX,203162.0,2010,Foreign Used,7615000
462,lexus,RX,109763.4,2013,Foreign Used,3515000
463,mercedes-benz,ML,243717.0,2012,Foreign Used,4215000
464,toyota,RAV,83554.0,2013,Foreign Used,4865000
465,toyota,Corolla,63380.0,2016,Foreign Used,8815000
466,hyundai,Santa,146372.0,2013,Foreign Used,4865000
467,lexus,ES,98219.0,2013,Foreign Used,2815000
468,toyota,Highlander,48415.0,2016,Foreign Used,15015000
469,mercedes-benz,C,91406.0,2014,Foreign Used,25015000
470,mercedes-benz,C,48013.0,2015,Foreign Used,3515000
471,toyota,Camry,72283.0,2012,Foreign Used,5815000
472,lexus,LX,35751.0,2011,Foreign Used,30015000
473,toyota,Landcruiser,52310.0,2011,Foreign Used,14515000
474,pontiac,Vibe,193892.0,2006,Foreign Used,2515000
